GlobalId,IfcType,Name,Material,QuantityName,QuantityValue,MatchedUnitCost,CostUnit,CalculatedElementCost,CostBasis
1A_ELmRfT6DuuCCqJYimXQ,IfcWall,HSB-element,01 plaatmateriaal - multiplex,Length,777.999951864,15.0,m,11670.0,Length (778.00 m) * UnitCost (15.0)
2WW_2E6Wr1XPPZ0X1qKYGa,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,2449.99979229,50.0,m,122499.99,Length (2450.00 m) * UnitCost (50.0)
0FcOHM$Tz0OuZrgJPxG6uE,IfcWall,buitenblad,03 mw-baksteen - bruin (staand),Length,1210.0,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
08lCyzAS1By8H2pkiWtxEb,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
05FOAkTzrCUBgsJj6dAI3z,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,840.000046215,50.0,m,42000.0,Length (840.00 m) * UnitCost (50.0)
3xRi6WMC572By6DWM_I3Le,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1000.0,50.0,m,50000.0,Length (1000.00 m) * UnitCost (50.0)
0xlZwI2nnDuf_2wkrcyQcc,IfcWall,buitenblad,03 mw-baksteen - bruin (staand),Length,777.999951864,90.0,m,70020.0,Length (778.00 m) * UnitCost (90.0)
1E_lkxjMb4FwlCAOaRCfqv,IfcWall,buitenblad,03 mw-baksteen - bruin (staand),Length,777.999951864,90.0,m,70020.0,Length (778.00 m) * UnitCost (90.0)
11sY8mZADDkvJg9PvHNKN5,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,777.999951864,50.0,m,38900.0,Length (778.00 m) * UnitCost (50.0)
125bFabrLCqQQ0adr4pzjL,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,141.022207372,50.0,m,7051.11,Length (141.02 m) * UnitCost (50.0)
3RyopHsn1E0hLmAiylGg_C,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,145.774501239,50.0,m,7288.73,Length (145.77 m) * UnitCost (50.0)
38l_4KH3nDcgCphNLY110B,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,144.060707481,50.0,m,7203.04,Length (144.06 m) * UnitCost (50.0)
0FepsNa9T4UhJymkj5VxYZ,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,577.772326722,50.0,m,28888.62,Length (577.77 m) * UnitCost (50.0)
1pjf8_QnDCkB1dNjpKR_lv,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,777.999951864,50.0,m,38900.0,Length (778.00 m) * UnitCost (50.0)
22mAbcvOX0$BQrqP9Ht5Wu,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,777.999951864,50.0,m,38900.0,Length (778.00 m) * UnitCost (50.0)
3tzmbbcRPEK8Jf8X7AmWZI,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,141.022207372,50.0,m,7051.11,Length (141.02 m) * UnitCost (50.0)
2OqtQrOIX5SgQiSf_8aJMC,IfcWall,buitenblad,03 mw-baksteen - bruin (staand),Length,1210.0,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
0B$TCMJjPBzRAR8ZOmGVuF,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
2y7S$CXyT1DRAHPrckxu7F,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,145.774501239,50.0,m,7288.73,Length (145.77 m) * UnitCost (50.0)
2TrMoO439DxOlECBPIzO4S,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,577.772326722,50.0,m,28888.62,Length (577.77 m) * UnitCost (50.0)
38WNoiHDr8$Pci7QltamW4,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,144.060707481,50.0,m,7203.04,Length (144.06 m) * UnitCost (50.0)
0fvTtXunb1Fwv_e4ll9UPn,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1030.00020757,50.0,m,51500.01,Length (1030.00 m) * UnitCost (50.0)
18Nc74m4zBDvow8cF_wmNX,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1030.00020757,50.0,m,51500.01,Length (1030.00 m) * UnitCost (50.0)
3jpVM5WZ16TeYfO6FM2grI,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
02OffYjAT1s8Msmi40pyAF,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1000.0,50.0,m,50000.0,Length (1000.00 m) * UnitCost (50.0)
0aS6kmdNTA78a6rHPn0utA,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
2qVLSA1HjA7gEgBcbFEzQ$,IfcWall,HSB-element,01 plaatmateriaal - multiplex,Length,1030.0,15.0,m,15450.0,Length (1030.00 m) * UnitCost (15.0)
2fHkuDHjr38vJAKjFDaE3T,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,839.999860473,50.0,m,41999.99,Length (840.00 m) * UnitCost (50.0)
0B6H$8Szr3t9w$7S$WA_aT,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1039.99998451,50.0,m,52000.0,Length (1040.00 m) * UnitCost (50.0)
10OU69waTEDvLdArMy4CnC,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,220.0,50.0,m,11000.0,Length (220.00 m) * UnitCost (50.0)
3VPfLoGP93KB2ZAJFRlJBf,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,3027.00004512,40.0,m,121080.0,Length (3027.00 m) * UnitCost (40.0)
0GkhpndB96r98q9Zpfg0ks,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1980.00007865,50.0,m,99000.0,Length (1980.00 m) * UnitCost (50.0)
0278_Daw13meE7b8P6cVmO,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
32E8b9i1P7UhL7O9IHfQCU,IfcWall,buitenblad,03 mw-baksteen - bruin (staand),Length,1210.0,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
0hxjm9AAf15upUBjgwA0Rn,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,3116.56364569,50.0,m,155828.18,Length (3116.56 m) * UnitCost (50.0)
1ew$4Yu4v9Vv4KrOFOPnZH,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,6000.0,40.0,m,240000.0,Length (6000.00 m) * UnitCost (40.0)
33eAV7UCH3ivGX7bdUtSDE,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,356.0001207,50.0,m,17800.01,Length (356.00 m) * UnitCost (50.0)
2NK6L58znE3x0jludfQJ0Q,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,1606.0,90.0,m,144540.0,Length (1606.00 m) * UnitCost (90.0)
3tN_Pe9Bn2su$y5CGYbUOg,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,491.000000405,90.0,m,44190.0,Length (491.00 m) * UnitCost (90.0)
3HXFH_8Kf3ixZJgb7yuoAq,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,325.175605514,50.0,m,16258.78,Length (325.18 m) * UnitCost (50.0)
2jJFj_IGr059N3J3HNyAwC,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,1201.00009707,90.0,m,108090.01,Length (1201.00 m) * UnitCost (90.0)
3RS6khZcH6xe8eMNVG5kXl,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,1186.00000787,40.0,m,47440.0,Length (1186.00 m) * UnitCost (40.0)
3xcd5VqGn5fu$PUBghiK4$,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,11772.0101972,40.0,m,470880.41,Length (11772.01 m) * UnitCost (40.0)
0vR_41KwL8TONUw$RC45Tp,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,350.0,90.0,m,31500.0,Length (350.00 m) * UnitCost (90.0)
2xq1ULvID0ZhZQyYVmG_x8,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,1210.0,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
1jf6xhOyP38hazktRRDqpM,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,95.0001612963,90.0,m,8550.01,Length (95.00 m) * UnitCost (90.0)
1KWjkyI$n118qPzNlbN$tk,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,920.000065176,90.0,m,82800.01,Length (920.00 m) * UnitCost (90.0)
03bsiTWZnDxOuJzgGQiRYN,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,1210.0,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
2q0u5mFjD3c9$BNFL_WViM,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,1645.00007435,90.0,m,148050.01,Length (1645.00 m) * UnitCost (90.0)
3pvjKhWy13A9kxY9YJFWVh,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,8680.00042288,90.0,m,781200.04,Length (8680.00 m) * UnitCost (90.0)
3s4FafcUf5Vg95Kh0woD3O,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,1244.98981068,90.0,m,112049.08,Length (1244.99 m) * UnitCost (90.0)
2c_AF5wUTF1QfaOZAIaoc_,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,145.000161296,90.0,m,13050.01,Length (145.00 m) * UnitCost (90.0)
1i40eUabT0jBHvLTD9ciNT,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,2750.0,90.0,m,247500.0,Length (2750.00 m) * UnitCost (90.0)
3vqnVssVr38PmaxLZRlkiQ,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,829.999992132,90.0,m,74700.0,Length (830.00 m) * UnitCost (90.0)
1rSzOTGwP5sAz8s_QFzsbt,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,1210.00000787,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
02RLewsq14rfNfUfsrYydb,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,1210.00000787,90.0,m,108900.0,Length (1210.00 m) * UnitCost (90.0)
0UqYpHM_f69uGDRRbUc$FH,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,2285.00001504,90.0,m,205650.0,Length (2285.00 m) * UnitCost (90.0)
0vMW8cByPFX8BI$W96Sbm3,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,145.000040597,90.0,m,13050.0,Length (145.00 m) * UnitCost (90.0)
31FCK2RS1EuA77gZKV2XJD,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1783.99955294,50.0,m,89199.98,Length (1784.00 m) * UnitCost (50.0)
23PS8rQv5E1BulEvT_9Lm4,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,1492.0,90.0,m,134280.0,Length (1492.00 m) * UnitCost (90.0)
3So0XCTXD9LOOcc8xKMDxu,IfcWall,dakisolatie,99 Isolatie - Glaswol 190mm,Length,220.0,90.0,m,19800.0,Length (220.00 m) * UnitCost (90.0)
0x8663Ubf6t9GPNfvbHat5,IfcWall,liftwand,03 Metselwerk - kalkzandsteen C,Length,1305.0,40.0,m,52200.0,Length (1305.00 m) * UnitCost (40.0)
3P4RIlUy168hDz$MlvcMUR,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,3564.00000502,40.0,m,142560.0,Length (3564.00 m) * UnitCost (40.0)
32bwVvXTDCG9KBVnHmBwjs,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.786005103,90.0,m,73960.74,Length (821.79 m) * UnitCost (90.0)
0yfAXMIyTD4OemjMEjshON,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,2316.99999959,90.0,m,208530.0,Length (2317.00 m) * UnitCost (90.0)
1gx0Xl4ar0_QVYF7WPkiWw,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,908.0,90.0,m,81720.0,Length (908.00 m) * UnitCost (90.0)
1a2lgRlTX5$vytE5V2eVMD,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.785863989,90.0,m,73960.73,Length (821.79 m) * UnitCost (90.0)
3I1SbPKkL4zAlqpNU0djSH,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.785863989,90.0,m,73960.73,Length (821.79 m) * UnitCost (90.0)
0N87rS0p59MefjiinSTPbO,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,1492.0,90.0,m,134280.0,Length (1492.00 m) * UnitCost (90.0)
0YU639B0b26vJoT3EwCZ1S,IfcWall,knieschot,01 plaatmateriaal - spaanplaat - wit,Length,908.0,90.0,m,81720.0,Length (908.00 m) * UnitCost (90.0)
2EvgfrVCvBDRKMUr9VcRni,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.770447968,90.0,m,73959.34,Length (821.77 m) * UnitCost (90.0)
1DGUzGqYPA48wqrK_0zvye,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.770447968,90.0,m,73959.34,Length (821.77 m) * UnitCost (90.0)
1p1FF_z_f4WQbihlDHKOVU,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,85.0843221653,90.0,m,7657.59,Length (85.08 m) * UnitCost (90.0)
3BRCTWHh97vv6a5eleOkf9,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.770447968,90.0,m,73959.34,Length (821.77 m) * UnitCost (90.0)
0VtorzIgT4YQ3IWHyNlS39,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.770447968,90.0,m,73959.34,Length (821.77 m) * UnitCost (90.0)
3CZIhaS2X1axbTF8juS7Mz,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,85.0843221653,90.0,m,7657.59,Length (85.08 m) * UnitCost (90.0)
1iVtHa_7f46e6rXH_0ueYM,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,85.0843221653,90.0,m,7657.59,Length (85.08 m) * UnitCost (90.0)
1X1dyx5u95kBdimFBlNdD7,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,650.0,50.0,m,32500.0,Length (650.00 m) * UnitCost (50.0)
1W6YoNnJr89eUNAg7yarIz,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,600.0,50.0,m,30000.0,Length (600.00 m) * UnitCost (50.0)
3epBlD4FL6Ufbmfw91XuQv,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,4519.99992773,50.0,m,226000.0,Length (4520.00 m) * UnitCost (50.0)
30WEjfMGz3yuCn14_i4kip,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,3719.9997139,40.0,m,148799.99,Length (3720.00 m) * UnitCost (40.0)
2kVGJvQZL0mAExkU9324Cw,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1302.00004903,28.0,m,36456.0,Length (1302.00 m) * UnitCost (28.0)
1Mi7kgLg5AVPl4maq3n2Gg,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1465.0,28.0,m,41020.0,Length (1465.00 m) * UnitCost (28.0)
1lwY_TdJr2cPYIacxTvNwI,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1350.0,28.0,m,37800.0,Length (1350.00 m) * UnitCost (28.0)
3nYzqJhnfBkOR94jliuzeB,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1135.0,28.0,m,31780.0,Length (1135.00 m) * UnitCost (28.0)
36eFiCXT94$epOezE7s33Q,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,3146.0,28.0,m,88088.0,Length (3146.00 m) * UnitCost (28.0)
3d11Rmvt5C6wKW52oYhu3V,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,3341.0,28.0,m,93548.0,Length (3341.00 m) * UnitCost (28.0)
049lATq1LDCPRaEaNkDT7E,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,5742.00002935,28.0,m,160776.0,Length (5742.00 m) * UnitCost (28.0)
0N6xlCed99mPtUuN7Qd65B,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,950.0,28.0,m,26600.0,Length (950.00 m) * UnitCost (28.0)
3_KLM_wLHAKg4j6BDg71DH,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,2010.0,33.0,m,66330.0,Length (2010.00 m) * UnitCost (33.0)
1wiWGNReP648JAaHUzIpH7,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,3554.47691851,33.0,m,117297.74,Length (3554.48 m) * UnitCost (33.0)
2g6fy99p57ceCZvYI38wB6,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1352.0,28.0,m,37856.0,Length (1352.00 m) * UnitCost (28.0)
0tXk1VggPDAu8Pm5b9CfDe,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,4032.00005811,28.0,m,112896.0,Length (4032.00 m) * UnitCost (28.0)
3v6F8ltknAuO1JJakibxnI,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,2950.00004903,33.0,m,97350.0,Length (2950.00 m) * UnitCost (33.0)
3_oxSjdbrA2vjqc3bWxC2g,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,2409.99995097,28.0,m,67480.0,Length (2410.00 m) * UnitCost (28.0)
3viuF7apj30uTA$BnbmYaw,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,2205.00004903,33.0,m,72765.0,Length (2205.00 m) * UnitCost (33.0)
2Fvh2bjBf7VvAXtB48RNxw,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1417.0,28.0,m,39676.0,Length (1417.00 m) * UnitCost (28.0)
24dxcSg8f1yBqpqT3Ttjz8,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1900.0,28.0,m,53200.0,Length (1900.00 m) * UnitCost (28.0)
0cEZV1n5jF8RUNCsgczqnw,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,1284.99998397,28.0,m,35980.0,Length (1285.00 m) * UnitCost (28.0)
3qnBAcChL4Vx5NE2JgS9DS,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,320.0,28.0,m,8960.0,Length (320.00 m) * UnitCost (28.0)
143VmHA6z6_9Ju$8nLSk75,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,2724.00000158,28.0,m,76272.0,Length (2724.00 m) * UnitCost (28.0)
2y5dj7DKz9HvF8RYQofDdA,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,1433.00004903,33.0,m,47289.0,Length (1433.00 m) * UnitCost (33.0)
0dYXTnq1T6TvUR6OKvH25L,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,1711.0,33.0,m,56463.0,Length (1711.00 m) * UnitCost (33.0)
2_PD0MSuX0qeRQMB0w4Za0,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,950.0,28.0,m,26600.0,Length (950.00 m) * UnitCost (28.0)
0WoZLLChzDIvoZsmSZcBDg,IfcWall,separatiewand,99 Lichte scheidingswand - hydro,Length,1922.00009999,33.0,m,63426.0,Length (1922.00 m) * UnitCost (33.0)
3IuK8$_ZHAJw36Pw2gYslk,IfcWall,zijwang dakk,01 plaatmateriaal - spaanplaat - wit,Length,821.786005103,90.0,m,73960.74,Length (821.79 m) * UnitCost (90.0)
3U4osC1p5EqwcBW8F2DJ6K,IfcWall,separatiewand,99 Lichte scheidingswand - normaal,Length,3329.50006259,28.0,m,93226.0,Length (3329.50 m) * UnitCost (28.0)
28wb0jU9b5qeDiiKq5PVkR,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,2777.99999498,40.0,m,111120.0,Length (2778.00 m) * UnitCost (40.0)
0wy5YnvrH2ZOH2izVhvOeV,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,3001.00011412,40.0,m,120040.0,Length (3001.00 m) * UnitCost (40.0)
2Ge90Q03n0MANbJpOUtA4_,IfcWall,binnenblad,03 Metselwerk - kalkzandsteen C,Length,2778.0,40.0,m,111120.0,Length (2778.00 m) * UnitCost (40.0)
0DoMC7RY1C4u1e7ehHzO9a,IfcWall,liftwand,03 Metselwerk - kalkzandsteen C,Length,1650.0,40.0,m,66000.0,Length (1650.00 m) * UnitCost (40.0)
3DGQEI9Mn2nPDr4X9RyE6B,IfcWall,liftwand,03 Metselwerk - kalkzandsteen C,Length,2928.0,40.0,m,117120.0,Length (2928.00 m) * UnitCost (40.0)
2Bxgu8k2L9pfsSj3Di_iJI,IfcWall,liftwand,03 Metselwerk - kalkzandsteen C,Length,345.0,40.0,m,13800.0,Length (345.00 m) * UnitCost (40.0)
3_iO12ohL1_ho4SqhocKBY,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1209.33011746,50.0,m,60466.51,Length (1209.33 m) * UnitCost (50.0)
12grnadITFjfJK8cHbftP3,IfcWall,balkonopstand,03 mw-baksteen - bruin (liggend),Length,1222.08883291,50.0,m,61104.44,Length (1222.09 m) * UnitCost (50.0)
3MbRrcI21CE98sQs6t3WRb,IfcWall,balkonopstand,03 mw-baksteen - bruin (liggend),Length,968.940812062,50.0,m,48447.04,Length (968.94 m) * UnitCost (50.0)
2gGcTEl0v0ShI1XyO_sw82,IfcWall,balkonopstand,03 mw-baksteen - bruin (liggend),Length,569.97989906,50.0,m,28498.99,Length (569.98 m) * UnitCost (50.0)
1neRZM3Jz4YRFBbSzyVXpb,IfcWall,balkonopstand,03 mw-baksteen - bruin (liggend),Length,519.692792723,50.0,m,25984.64,Length (519.69 m) * UnitCost (50.0)
3oqP6P3$n36BZp4seP6jBe,IfcWall,balkonopstand,03 mw-baksteen - bruin (liggend),Length,955.404241725,50.0,m,47770.21,Length (955.40 m) * UnitCost (50.0)
2ukcZZOQX3hvxY6QWgxpl_,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1063.08299872,50.0,m,53154.15,Length (1063.08 m) * UnitCost (50.0)
2Q8nE94kjBZQ9wLLJEIi7a,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,627.772187195,50.0,m,31388.61,Length (627.77 m) * UnitCost (50.0)
2KNXXMxvT9KwmfbIdOJvFZ,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1321.54904914,50.0,m,66077.45,Length (1321.55 m) * UnitCost (50.0)
3gpatvkjr49vcFHijloS3i,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1063.08286672,50.0,m,53154.14,Length (1063.08 m) * UnitCost (50.0)
0_eHrpDSL0BenGv3Mcv8fS,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,577.772326722,50.0,m,28888.62,Length (577.77 m) * UnitCost (50.0)
2gk5LNkGDAiezdMGuWISeo,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
2T0DOi9tPAZBOy2yjz78BB,IfcWall,buitenblad,03 Metselwerk - cellenbeton,Length,3505.49457753,35.0,m,122692.31,Length (3505.49 m) * UnitCost (35.0)
2adNDBpjPCFx0FjvPzxk4J,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1130.0,50.0,m,56500.0,Length (1130.00 m) * UnitCost (50.0)
3iLtr1ui53ofDOXEJX4gjT,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,595.000054488,90.0,m,53550.0,Length (595.00 m) * UnitCost (90.0)
2AN3EpcXvFk9pPcpHH7MhD,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,840.000046215,50.0,m,42000.0,Length (840.00 m) * UnitCost (50.0)
1YQyrPEXHBLxjACMwg6JFx,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
3qwqZPeTDBNwoqje$5Pg6w,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,595.000054488,90.0,m,53550.0,Length (595.00 m) * UnitCost (90.0)
0gjkZSaxz2lQqbBG8NzPmQ,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,1130.00000787,90.0,m,101700.0,Length (1130.00 m) * UnitCost (90.0)
0y8InRC0PA_QAR3SQu10jj,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,1130.00000787,90.0,m,101700.0,Length (1130.00 m) * UnitCost (90.0)
2IGgkY9NzFsO6L9Hw4opSW,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,644.999953882,90.0,m,58050.0,Length (645.00 m) * UnitCost (90.0)
3ywoxytLL6Ze1mLcpf_CYM,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,279.999963886,90.0,m,25200.0,Length (280.00 m) * UnitCost (90.0)
0Dfap14aP2YP8pZtG63oRO,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1130.00010085,50.0,m,56500.01,Length (1130.00 m) * UnitCost (50.0)
3SaiHeo5LCzxecqRkOokyn,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
0rNbUsEKD4XBbyiiTLa27n,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,839.999852937,50.0,m,41999.99,Length (840.00 m) * UnitCost (50.0)
1PycZDUoP84w58oDIbUMKc,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1039.99998451,50.0,m,52000.0,Length (1040.00 m) * UnitCost (50.0)
34boc95w531BHjQiyeFScJ,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,839.999860473,50.0,m,41999.99,Length (840.00 m) * UnitCost (50.0)
3HJMA9pCn1i8rqTdIY$FGx,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,1210.0,50.0,m,60500.0,Length (1210.00 m) * UnitCost (50.0)
0I$hY8NrnD9uJssTrChZth,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,279.999963886,90.0,m,25200.0,Length (280.00 m) * UnitCost (90.0)
155JGPm0v1bRun6HwItrP8,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,245.0,90.0,m,22050.0,Length (245.00 m) * UnitCost (90.0)
0IDKbAsN90HOIaSuxh7$D_,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,245.0,90.0,m,22050.0,Length (245.00 m) * UnitCost (90.0)
3TJALh2NH58fnTzUmA$xeG,IfcWall,buitenblad,03 mw-baksteen - geel (staand),Length,950.999981264,90.0,m,85590.0,Length (951.00 m) * UnitCost (90.0)
0Js8lcInj8zAwW4RtybLWO,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,220.0,50.0,m,11000.0,Length (220.00 m) * UnitCost (50.0)
3_66xHtdD00gDHwZ35Ec9S,IfcWall,buitenblad,03 mw-baksteen - bruin (liggend),Length,959.999793155,50.0,m,47999.99,Length (960.00 m) * UnitCost (50.0)
3m9Hy1M75BH9VBDXHStI5B,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,245.0,90.0,m,22050.0,Length (245.00 m) * UnitCost (90.0)
2OIWyGBtrCv8R3lIQz00C2,IfcWall,buitenblad,03 mw-baksteen - geel (liggend),Length,260.0,90.0,m,23400.0,Length (260.00 m) * UnitCost (90.0)
