GlobalId,IfcType,Name,Tag,Material,QuantityName,QuantityValue
2PNj2dMNT9wOnOYdNWAJQh,IfcWall,buitenblad,995ED0A7-5977-49E9-8C58-8A75E02936AB,03 mw-baksteen - bruin (liggend),Length,2340.00040234
0bOXbgHd9B38fgrdG4v0Rg,IfcWall,buitenblad,2562196A-4672-4B0C-8A6A-D67404E406EA,03 mw-baksteen - bruin (liggend),Length,777.999951864
1V$r0S$c98pPL1roHaiWvM,IfcWall,buitenblad,5FFF501C-FE62-48CD-9541-D72464B20E56,03 mw-baksteen - bruin (liggend),Length,1032.00017519
3dF$AXDDD2JfNM4ZDuGS7e,IfcWall,buitenblad,E73FF2A1-34D3-424E-95D6-12337841C1E8,03 mw-baksteen - bruin (liggend),Length,1000.0
0V0wCK9cz2TfrOzWHZVy$k,IfcWall,buitenblad,1F03A314-266F-4276-9D58-F604637FCFEE,03 mw-baksteen - bruin (staand),Length,3050.00004621
2XddRbY_j3x8eYm8oLZNXR,IfcWall,buitenblad,A19E76E5-8BEB-43EC-8A22-C08C958D785B,03 mw-baksteen - bruin (liggend),Length,141.022207372
2U35Nruyf1cfc5sAWDSOX1,IfcWall,buitenblad,9E0C55F5-E3CA-419A-9985-D8A80D718841,03 mw-baksteen - bruin (liggend),Length,144.060707481
3Gl09z0xrDMhikUUZFZdvs,IfcWall,buitenblad,D0BC027D-03BD-4D5A-BB2E-79E8CF8E7E76,03 mw-baksteen - bruin (liggend),Length,143.774502523
0yqn783mn5b8lSBwRQAGYV,IfcWall,buitenblad,3CD311C8-0F0C-4594-8BDC-2FA6DA29089F,03 mw-baksteen - bruin (staand),Length,6000.00019374
3_LAKs74TEqwOfhvpeA_i8,IfcWall,buitenblad,FE54A536-1C47-4ED3-A629-AF9CE82BEB08,03 mw-baksteen - bruin (staand),Length,1063.08286672
2ELxAjp9v3euJJCvWVVMtg,IfcWall,HSB-element,8E57B2AD-CC9E-43A3-84D3-33981F7D6DEA,01 plaatmateriaal - gipsvezelplaat,Length,81.291876414
2XCsjo3zH3CAxHIt06QmUl,IfcWall,buitenblad,A1336B72-0FD4-4330-AED1-4B70066B07AF,03 mw-baksteen - bruin (liggend),Length,840.000046215
0npgzQizb9UOxmY2t29tNR,IfcWall,buitenblad,31CEAF5A-B3D9-4979-8EF0-882DC22775DB,03 mw-baksteen - bruin (liggend),Length,577.772326722
2RWoWcgO9EtBUuIPPuD7Ot,IfcWall,HSB-element,9B832826-A982-4EDC-B7B8-499678347637,01 plaatmateriaal - gipsvezelplaat,Length,777.999951864
02XLK06DT5w8biXGZaesSW,IfcWall,HSB-element,02855500-18D7-45E8-896C-8508E4A36720,01 plaatmateriaal - gipsvezelplaat,Length,1034.0
3T64ifBjD5OekUb06AiV26,IfcWall,buitenblad,DD184B29-2ED3-4562-8B9E-94018AB1F086,03 mw-baksteen - bruin (staand),Length,1063.08286672
32dcXAt7L1eecrauLpV4ya,IfcWall,HSB-element,C29E684A-DC75-41A2-89B5-9385737C4F24,01 plaatmateriaal - gipsvezelplaat,Length,81.5782440885
3tpvWfQc93Pe5RIl_A8mon,IfcWall,buitenblad,F7CF9829-6A62-4366-815B-4AFF8A230CB1,03 mw-baksteen - bruin (liggend),Length,1000.0
2IKZYPom90NBBWPrDMsabL,IfcWall,buitenblad,92523899-CB02-405C-B2E0-675356DA4955,03 mw-baksteen - bruin (liggend),Length,1210.0
1wiFMRwA14eOSQ629Ds0EN,IfcWall,buitenblad,7AB0F59B-E8A0-44A1-871A-18224DD80397,03 mw-baksteen - bruin (liggend),Length,777.999951864
0RZYP$9znCHg11Unjzo2gM,IfcWall,buitenblad,1B8E267F-27DC-4C46-A041-7B1B7DC82A96,03 mw-baksteen - bruin (liggend),Length,141.022207372
1j8aXfZ61FCQlpST1A47EK,IfcWall,buitenblad,6D224869-8C60-4F31-ABF3-71D04A107394,03 mw-baksteen - bruin (liggend),Length,777.999951864
33popJ5N52LwaCtgF8Y$AT,IfcWall,buitenblad,C3CF2CD3-1571-4257-A90C-DEA3C88BF29D,03 mw-baksteen - bruin (staand),Length,145.774501239
3cOY44wWnFkPbXVkjznSkG,IfcWall,HSB-element,E6622104-EA0C-4FB9-9961-7EEB7DC5CB90,01 plaatmateriaal - gipsvezelplaat,Length,68.7819207942
